,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keyword,is_duplicate,question_type,is_numeric_answer,question_length,answer_length
832,948,What does the Trip Jinx cause its victim to do?,Fall Over,"['what', 'do', 'trip', 'jinx', 'cause', 'victim']",['fall'],"['what', 'do', 'trip', 'jinx', 'cause', 'victim', 'fall']","['what', 'do']",False,FR,False,10,2
833,949,Emeric the Evil was killed in a duel against whom?,Egbert the Egregious,"['emeric', 'evil', 'be', 'kill', 'duel', 'whom']","['egbert', 'egregious']","['emeric', 'evil', 'be', 'kill', 'duel', 'whom', 'egbert', 'egregious']",['whom'],True,FR,False,10,3
834,950,What is a potion that cause boils of brewed incorrectly?,Cure for Boils,"['what', 'be', 'potion', 'cause', 'boil', 'brew', 'incorrectly']","['cure', 'boil']","['what', 'be', 'potion', 'cause', 'boil', 'brew', 'incorrectly', 'cure']",['what'],False,FR,False,10,3
835,951,What would Peevsey do at the International Warlock Convention?,Wreak havoc,"['what', 'would', 'peevsey', 'do', 'international', 'warlock', 'convention']","['wreak', 'havoc']","['what', 'would', 'peevsey', 'do', 'international', 'warlock', 'convention', 'wreak', 'havoc']","['what', 'do', 'would']",False,FR,False,9,2
836,952,Ron was jealous because Hermione went to the Yule Ball with whom?,Viktor Krum,"['ron', 'be', 'jealous', 'hermione', 'go', 'yule', 'ball', 'whom']","['viktor', 'krum']","['ron', 'be', 'jealous', 'hermione', 'go', 'yule', 'ball', 'whom', 'viktor', 'krum']",['whom'],True,FR,False,12,2
837,953,What creature tries to eat Harry in the lake during the Triwizard Tournament?,Merpeople,"['what', 'creature', 'try', 'eat', 'harry', 'lake', 'triwizard', 'tournament']",['merpeople'],"['what', 'creature', 'try', 'eat', 'harry', 'lake', 'triwizard', 'tournament', 'merpeople']",['what'],False,FR,False,13,1
838,955,One's defences against the Dark Arts must be what?,Versatile,"['one', 'defence', 'dark', 'art', 'must', 'what']",['versatile'],"['one', 'defence', 'dark', 'art', 'must', 'what', 'versatile']",['what'],False,FR,False,10,1
839,956,What is the branch of magic that deals with altering the form or appearance of an object?,Transfiguration,"['what', 'be', 'branch', 'magic', 'deal', 'alter', 'form', 'appearance', 'object']",['transfiguration'],"['what', 'be', 'branch', 'magic', 'deal', 'alter', 'form', 'appearance', 'object', 'transfiguration']",['what'],False,FR,False,17,1
840,957,Hermione places a jinx on the piece of parchment members of Dumbledore’s Army sign. What happens to those who betray the group?,Pustules will form the word sneak across their foreheads.,"['hermione', 'place', 'jinx', 'piece', 'parchment', 'member', 'dumbledores', 'army', 'sign', 'what', 'happen', 'who', 'betray', 'group']","['pustule', 'will', 'form', 'word', 'sneak', 'across', 'forehead']","['hermione', 'place', 'jinx', 'piece', 'parchment', 'member', 'dumbledores', 'army', 'sign', 'what', 'happen', 'who', 'betray', 'group', 'pustule', 'will', 'form', 'word', 'sneak', 'across', 'forehead']","['what', 'who']",False,FR,False,23,9
841,958,From which London station does the Hogwarts Express depart?,King's Cross Station,"['which', 'london', 'station', 'do', 'hogwarts', 'express', 'depart']","['king', 'cross', 'station']","['which', 'london', 'station', 'do', 'hogwarts', 'express', 'depart', 'king', 'cross']","['which', 'do']",False,FR,False,9,4
842,959,"For Harry's 17th birthday, what colour did Hermione turn the leaves of the Weasley’s crabapple tree?",Gold.,"['harrys', 'th', 'birthday', 'what', 'colour', 'do', 'hermione', 'turn', 'leave', 'weasleys', 'crabapple', 'tree']",['gold'],"['harrys', 'th', 'birthday', 'what', 'colour', 'do', 'hermione', 'turn', 'leave', 'weasleys', 'crabapple', 'tree', 'gold']","['what', 'do']",False,FR,False,18,1
843,960,Why did Hermione miss the lesson on Cheering Charms?,Draco's cruel behavior led her to miss the class.,"['why', 'do', 'hermione', 'miss', 'lesson', 'cheer', 'charm']","['draco', 'cruel', 'behavior', 'lead', 'miss', 'class']","['why', 'do', 'hermione', 'miss', 'lesson', 'cheer', 'charm', 'draco', 'cruel', 'behavior', 'lead', 'class']","['why', 'do']",False,EX,False,9,10
844,961,Which potion would make Rowan feel better?,Pepperup Potion.,"['which', 'potion', 'would', 'make', 'rowan', 'feel', 'well']","['pepperup', 'potion']","['which', 'potion', 'would', 'make', 'rowan', 'feel', 'well', 'pepperup']","['which', 'would']",False,FR,False,7,2
845,964,What is Draco Malfoy’s mother’s name?,Narcissa,"['what', 'be', 'draco', 'malfoys', 'mother', 'name']",['narcissa'],"['what', 'be', 'draco', 'malfoys', 'mother', 'name', 'narcissa']","['what', 'name']",False,FR,False,8,1
846,965,What spell did I create with Badeea?,Flipendo Maxima.,"['what', 'spell', 'do', 'create', 'badeea']","['flipendo', 'maximum']","['what', 'spell', 'do', 'create', 'badeea', 'flipendo', 'maximum']","['what', 'do']",False,FR,False,7,2
847,966,What book did Beedle the Bard write?,The Tales of Beedle the Bard,"['what', 'book', 'do', 'beedle', 'bard', 'write']","['tale', 'beedle', 'bard']","['what', 'book', 'do', 'beedle', 'bard', 'write', 'tale']","['what', 'do']",False,FR,False,7,6
848,967,Which Wizard used the Tarantallegra spell in 79 AD to conjure a dance within Mt. Vesuvius?,Zaccaria Innocenti,"['which', 'wizard', 'use', 'tarantallegra', 'spell', 'ad', 'conjure', 'dance', 'within', 'mt', 'vesuvius']","['zaccaria', 'innocenti']","['which', 'wizard', 'use', 'tarantallegra', 'spell', 'ad', 'conjure', 'dance', 'within', 'mt', 'vesuvius', 'zaccaria', 'innocenti']",['which'],False,FR,False,16,2
849,968,Who was in love with Helena Ravenclaw?,The Bloody Baron,"['who', 'be', 'love', 'helena', 'ravenclaw']","['bloody', 'baron']","['who', 'be', 'love', 'helena', 'ravenclaw', 'bloody', 'baron']",['who'],False,FR,False,7,3
850,969,What barrel do you need to tap to enter the Hufflepuff common room?,"Two from the Bottom, Middle of the Second Row","['what', 'barrel', 'do', 'need', 'tap', 'enter', 'hufflepuff', 'common', 'room']","['two', 'bottom', 'middle', 'second', 'row']","['what', 'barrel', 'do', 'need', 'tap', 'enter', 'hufflepuff', 'common', 'room', 'two', 'bottom', 'middle', 'second', 'row']","['what', 'do']",False,FR,False,13,9
851,970,What day did James and Lily Potter die?,Oct. 31,"['what', 'day', 'do', 'james', 'lily', 'potter', 'die']",['oct'],"['what', 'day', 'do', 'james', 'lily', 'potter', 'die', 'oct']","['what', 'do']",False,FR,False,8,2
852,971,Where did Harry Potter live with his muggle relatives the Dursleys?,Privet Drive,"['where', 'do', 'harry', 'potter', 'live', 'muggle', 'relative', 'dursleys']","['privet', 'drive']","['where', 'do', 'harry', 'potter', 'live', 'muggle', 'relative', 'dursleys', 'privet', 'drive']","['where', 'do']",False,FR,False,11,2
853,972,What ingredients 'seal' a werewolf bite?,Silver and Dittany,"['what', 'ingredients', 'seal', 'werewolf', 'bite']","['silver', 'dittany']","['what', 'ingredients', 'seal', 'werewolf', 'bite', 'silver', 'dittany']",['what'],False,FR,False,6,3
854,973,Who makes laws for the magical world?,The Ministry of Magic.,"['who', 'make', 'law', 'magical', 'world']","['ministry', 'magic']","['who', 'make', 'law', 'magical', 'world', 'ministry', 'magic']",['who'],False,FR,False,7,4
855,975,Which spell would you use to tame Devil's Snare?,Incendio,"['which', 'spell', 'would', 'use', 'tame', 'devil', 'snare']",['incendio'],"['which', 'spell', 'would', 'use', 'tame', 'devil', 'snare', 'incendio']","['which', 'would']",False,FR,False,10,1
856,976,What is Draco Malfoy's wand made of?,Hawthorne,"['what', 'be', 'draco', 'malfoys', 'wand', 'make']",['hawthorne'],"['what', 'be', 'draco', 'malfoys', 'wand', 'make', 'hawthorne']",['what'],False,FR,False,8,1
857,978,When is Harry's birthday?,"July 31, 1980.","['when', 'be', 'harrys', 'birthday']",['july'],"['when', 'be', 'harrys', 'birthday', 'july']",['when'],False,FR,False,5,3
858,980,What is the effect of the Stupefy spell?,Stun you,"['what', 'be', 'effect', 'stupefy', 'spell']",['stun'],"['what', 'be', 'effect', 'stupefy', 'spell', 'stun']",['what'],False,FR,False,8,2
859,981,How would you describe a Pixie's voice?,Shrill,"['how', 'would', 'describe', 'pixy', 'voice']",['shrill'],"['how', 'would', 'describe', 'pixy', 'voice', 'shrill']","['how', 'would']",False,EX,False,8,1
860,982,Which is a possible side effect of Pepperup Potions?,Steam Coming Out of Ears,"['which', 'be', 'possible', 'side', 'effect', 'pepperup', 'potion']","['steam', 'come', 'ear']","['which', 'be', 'possible', 'side', 'effect', 'pepperup', 'potion', 'steam', 'come', 'ear']",['which'],False,FR,False,9,5
861,983,What does Reparifarge do?,Undo Transfigurations,"['what', 'do', 'reparifarge']","['undo', 'transfiguration']","['what', 'do', 'reparifarge', 'undo', 'transfiguration']","['what', 'do']",False,FR,False,4,2
862,984,Which witch created the cure for dragon pox?,Gunhilda de Gorsemoor,"['which', 'witch', 'create', 'cure', 'dragon', 'pox']","['gunhilda', 'de', 'gorsemoor']","['which', 'witch', 'create', 'cure', 'dragon', 'pox', 'gunhilda', 'de', 'gorsemoor']",['which'],False,FR,False,8,3
863,985,What is the side effect of Petrificus Totalus?,Stiffened Limbs,"['what', 'be', 'side', 'effect', 'petrificus', 'totalus']","['stiffen', 'limb']","['what', 'be', 'side', 'effect', 'petrificus', 'totalus', 'stiffen', 'limb']",['what'],False,FR,False,8,2
864,987,Who plays Professor Dumbledore in this and the subsequent Harry Potter movies?,Michael Gambon,"['who', 'play', 'professor', 'dumbledore', 'subsequent', 'harry', 'potter', 'movie']","['michael', 'gambon']","['who', 'play', 'professor', 'dumbledore', 'subsequent', 'harry', 'potter', 'movie', 'michael', 'gambon']",['who'],True,FR,False,12,2
865,988,What is the purpose of the spell Finite Incantatem?,Stop spells,"['what', 'be', 'purpose', 'spell', 'finite', 'incantatem']","['stop', 'spell']","['what', 'be', 'purpose', 'spell', 'finite', 'incantatem', 'stop']",['what'],False,FR,False,9,2
866,989,Which creature is known to steal things?,Niffler,"['which', 'creature', 'be', 'know', 'steal', 'thing']",['niffler'],"['which', 'creature', 'be', 'know', 'steal', 'thing', 'niffler']",['which'],False,FR,False,7,1
867,990,"During the Quidditch game between Gryffindor and Hufflepuff, who is the Hufflepuff seeker?","Cedric Diggory (unnamed in the movie, but not in the book)","['quidditch', 'game', 'gryffindor', 'hufflepuff', 'who', 'be', 'seeker']","['cedric', 'diggory', 'unnamed', 'movie', 'book']","['quidditch', 'game', 'gryffindor', 'hufflepuff', 'who', 'be', 'seeker', 'cedric', 'diggory', 'unnamed', 'movie', 'book']",['who'],False,FR,False,13,11
868,991,What did you find in the buried Cursed Vault?,A Merperson's Trident,"['what', 'do', 'find', 'buried', 'curse', 'vault']","['merpersons', 'trident']","['what', 'do', 'find', 'buried', 'curse', 'vault', 'merpersons', 'trident']","['what', 'do']",False,FR,False,9,4
869,993,What is the Patronus of Severus Snape?,Doe,"['what', 'be', 'patronus', 'severus', 'snape']",['doe'],"['what', 'be', 'patronus', 'severus', 'snape', 'doe']",['what'],False,FR,False,7,1
870,994,What is the maiden name of sisters Lily Potter and Petunia Dursley?,Evans,"['what', 'be', 'maiden', 'name', 'sister', 'lily', 'potter', 'petunia', 'dursley']",['evans'],"['what', 'be', 'maiden', 'name', 'sister', 'lily', 'potter', 'petunia', 'dursley', 'evans']","['what', 'name']",False,FR,False,12,1
871,995,Who destroyed the Horcrux in Helga Hufflpuff's Cup?,Hermione Granger,"['who', 'destroy', 'horcrux', 'helga', 'hufflpuffs', 'cup']","['hermione', 'granger']","['who', 'destroy', 'horcrux', 'helga', 'hufflpuffs', 'cup', 'hermione', 'granger']",['who'],True,FR,False,9,2
872,997,Who killed the Grey Lady?,The Bloody Baron,"['who', 'kill', 'grey', 'lady']","['bloody', 'baron']","['who', 'kill', 'grey', 'lady', 'bloody', 'baron']",['who'],False,FR,False,5,3
873,999,Transfiguration students practise turning what insect into buttons?,Bettle,"['transfiguration', 'student', 'practise', 'turn', 'what', 'insect', 'button']",['bettle'],"['transfiguration', 'student', 'practise', 'turn', 'what', 'insect', 'button', 'bettle']",['what'],False,FR,False,8,1
874,1000,Which of Harry’s acquaintances reveals that he doesn’t believe Harry’s story about Voldemort being back?,Seamus Finnigan (who eventually comes around),"['which', 'harrys', 'acquaintance', 'reveals', 'doesnt', 'believe', 'story', 'voldemort', 'back']","['seamus', 'finnigan', 'who', 'eventually', 'come', 'around']","['which', 'harrys', 'acquaintance', 'reveals', 'doesnt', 'believe', 'story', 'voldemort', 'back', 'seamus', 'finnigan', 'who', 'eventually', 'come', 'around']",['which'],False,FR,False,18,6
875,1001,Who is the potions professor at Hogwarts?,Severus Snape,"['who', 'be', 'potion', 'professor', 'hogwarts']","['severus', 'snape']","['who', 'be', 'potion', 'professor', 'hogwarts', 'severus', 'snape']",['who'],True,FR,False,7,2
876,1002,Who lead the Gargoyle Strike?,A group of wildcat Gargoyles.,"['who', 'lead', 'gargoyle', 'strike']","['group', 'wildcat', 'gargoyle']","['who', 'lead', 'gargoyle', 'strike', 'group', 'wildcat']",['who'],False,FR,False,5,5
877,1003,What makes the Moon so bright in the night sky?,It reflects light from the Sun.,"['what', 'make', 'moon', 'bright', 'night', 'sky']","['reflect', 'light', 'sun']","['what', 'make', 'moon', 'bright', 'night', 'sky', 'reflect', 'light', 'sun']",['what'],False,FR,False,10,6
878,1004,What did Dumbledore bequeath to Ron?,Deluminator,"['what', 'do', 'dumbledore', 'bequeath', 'ron']",['deluminator'],"['what', 'do', 'dumbledore', 'bequeath', 'ron', 'deluminator']","['what', 'do']",True,FR,False,6,1
879,1005,What is used to track House Points for the Hogwarts House Cup?,Hourglass filled with gems.,"['what', 'be', 'use', 'track', 'house', 'point', 'hogwarts', 'cup']","['hourglass', 'fill', 'gem']","['what', 'be', 'use', 'track', 'house', 'point', 'hogwarts', 'cup', 'hourglass', 'fill', 'gem']",['what'],False,FR,False,12,4
880,1006,What did Dumbledore leave for Ron in his will?,Deluminator,"['what', 'do', 'dumbledore', 'leave', 'ron', 'will']",['deluminator'],"['what', 'do', 'dumbledore', 'leave', 'ron', 'will', 'deluminator']","['what', 'do', 'will']",False,FR,False,9,1
881,1007,Which incantation banishes an object?,Depulso,"['which', 'incantation', 'banishes', 'object']",['depulso'],"['which', 'incantation', 'banishes', 'object', 'depulso']",['which'],False,FR,False,5,1
882,1008,What is the counter-charm to Lumos?,Nox,"['what', 'be', 'countercharm', 'lumos']",['nox'],"['what', 'be', 'countercharm', 'lumos', 'nox']",['what'],False,FR,False,7,1
883,1009,What classification does the Ministry apply to Dementors?,Non-Being,"['what', 'classification', 'do', 'ministry', 'apply', 'dementors']",['nonbeing'],"['what', 'classification', 'do', 'ministry', 'apply', 'dementors', 'nonbeing']","['what', 'do']",False,FR,False,8,2
884,1011,What is the full name of Nearly Headless Nick?,Sir Nicholas de Mimsy-Porpington,"['what', 'be', 'full', 'name', 'nearly', 'headless', 'nick']","['sir', 'nicholas', 'de', 'mimsyporpington']","['what', 'be', 'full', 'name', 'nearly', 'headless', 'nick', 'sir', 'nicholas', 'de', 'mimsyporpington']","['what', 'name']",True,FR,False,9,5
885,1013,Which one of this spell is used to transfigure and object into a rabbit?,Lapifors,"['which', 'one', 'spell', 'be', 'use', 'transfigure', 'object', 'rabbit']",['lapifors'],"['which', 'one', 'spell', 'be', 'use', 'transfigure', 'object', 'rabbit', 'lapifors']",['which'],False,FR,False,14,1
886,1014,What is the name of the British Ministry of Magic's high court of law and parliament?,Wizengamot,"['what', 'be', 'name', 'british', 'ministry', 'magic', 'high', 'court', 'law', 'parliament']",['wizengamot'],"['what', 'be', 'name', 'british', 'ministry', 'magic', 'high', 'court', 'law', 'parliament', 'wizengamot']","['what', 'name']",False,FR,False,17,1
887,1015,What is the name of the couple that attends dinner at the Dursley's when Dobby shows up to stop Harry from returning to Hogwarts?,Mr. and Mrs. Mason,"['what', 'be', 'name', 'couple', 'attends', 'dinner', 'dursleys', 'when', 'dobby', 'show', 'stop', 'harry', 'return', 'hogwarts']","['mr', 'mason']","['what', 'be', 'name', 'couple', 'attends', 'dinner', 'dursleys', 'when', 'dobby', 'show', 'stop', 'harry', 'return', 'hogwarts', 'mr', 'mason']","['what', 'name', 'when']",False,FR,False,25,4
888,1016,What's the name of the school newspaper at Hogwarts?,The Daily Prophet,"['whats', 'name', 'school', 'newspaper', 'hogwarts']","['daily', 'prophet']","['whats', 'name', 'school', 'newspaper', 'hogwarts', 'daily', 'prophet']","['name', 'whats']",True,FR,False,10,3
889,1018,Who can master a wand with a Thestral tail hair core?,One who has faced death,"['who', 'can', 'master', 'wand', 'thestral', 'tail', 'hair', 'core']","['one', 'who', 'have', 'face', 'death']","['who', 'can', 'master', 'wand', 'thestral', 'tail', 'hair', 'core', 'one', 'have', 'face', 'death']","['who', 'can']",False,FR,False,11,5
890,1019,In what year was Gringotts Wizarding Bank founded?,1474,"['what', 'year', 'be', 'gringotts', 'wizarding', 'bank', 'found']",[],"['what', 'year', 'be', 'gringotts', 'wizarding', 'bank', 'found']",['what'],False,FR,False,8,1
891,1020,In which scenario would you use Cistem Aperio?,To Open a Chest,"['which', 'scenario', 'would', 'use', 'cistem', 'aperio']","['open', 'chest']","['which', 'scenario', 'would', 'use', 'cistem', 'aperio', 'open', 'chest']","['which', 'would']",True,FR,False,8,4
892,1021,What is the American term for Muggles?,No-Majs.,"['what', 'be', 'american', 'term', 'muggles']",['nomajs'],"['what', 'be', 'american', 'term', 'muggles', 'nomajs']",['what'],False,FR,False,7,2
893,1022,Who is Neville Longbottom's father?,Frank Longbottom,"['who', 'be', 'neville', 'longbottoms', 'father']","['frank', 'longbottom']","['who', 'be', 'neville', 'longbottoms', 'father', 'frank', 'longbottom']",['who'],True,FR,False,6,2
894,1023,What is the name of the pub at the entrance to Diagon Alley?,The Leaky Cauldron.,"['what', 'be', 'name', 'pub', 'entrance', 'diagon', 'alley']","['leaky', 'cauldron']","['what', 'be', 'name', 'pub', 'entrance', 'diagon', 'alley', 'leaky', 'cauldron']","['what', 'name']",False,FR,False,13,3
895,1024,Who is the first person to ever successfully break into Gringotts?,Quirinus Quirrell,"['who', 'be', 'first', 'person', 'ever', 'successfully', 'break', 'gringotts']","['quirinus', 'quirrell']","['who', 'be', 'first', 'person', 'ever', 'successfully', 'break', 'gringotts', 'quirinus', 'quirrell']",['who'],False,FR,False,11,2
896,1025,Where do Harry Potter and Cho Chang have their first kiss?,In the Room of Requirement,"['where', 'do', 'harry', 'potter', 'cho', 'chang', 'have', 'first', 'kiss']","['room', 'requirement']","['where', 'do', 'harry', 'potter', 'cho', 'chang', 'have', 'first', 'kiss', 'room', 'requirement']","['where', 'do', 'have']",False,FR,False,11,5
897,1026,What spell wards off spiders?,Arania Exumai,"['what', 'spell', 'ward', 'spider']","['arania', 'exumai']","['what', 'spell', 'ward', 'spider', 'arania', 'exumai']",['what'],False,FR,False,5,2
898,1027,What does the Knitting Charm enchant?,The knitting needles.,"['what', 'do', 'knit', 'charm', 'enchant']","['knit', 'needle']","['what', 'do', 'knit', 'charm', 'enchant', 'needle']","['what', 'do']",False,FR,False,6,3
899,1028,What trait did Godric Gryffindor value most in a student?,Courage,"['what', 'trait', 'do', 'godric', 'gryffindor', 'value', 'student']",['courage'],"['what', 'trait', 'do', 'godric', 'gryffindor', 'value', 'student', 'courage']","['what', 'do']",False,FR,False,10,1
900,1029,What did Sirius Black’s mother do to his name on the Black family tapestry?,Burned it away,"['what', 'do', 'sirius', 'black', 'mother', 'name', 'family', 'tapestry']","['burn', 'away']","['what', 'do', 'sirius', 'black', 'mother', 'name', 'family', 'tapestry', 'burn', 'away']","['what', 'name', 'do']",False,FR,False,15,3
901,1030,Who wrote 'Advanced Potion Making'?,Libatius Borage,"['who', 'write', 'advanced', 'potion', 'making']","['libatius', 'borage']","['who', 'write', 'advanced', 'potion', 'making', 'libatius', 'borage']",['who'],False,FR,False,5,2
902,1031,Who are the Chasers on the Gryffindor Quidditch team when Harry joins?,"Alicia Spinnet, Angelina Johnson, and Katie Bell","['who', 'be', 'chaser', 'gryffindor', 'quidditch', 'team', 'when', 'harry', 'join']","['alicia', 'spinnet', 'angelina', 'johnson', 'katie', 'bell']","['who', 'be', 'chaser', 'gryffindor', 'quidditch', 'team', 'when', 'harry', 'join', 'alicia', 'spinnet', 'angelina', 'johnson', 'katie', 'bell']","['who', 'when']",False,FR,False,12,7
903,1032,What did Ginny name her two pets?,Pigwidgeon and Arnold,"['what', 'do', 'ginny', 'name', 'two', 'pet']","['pigwidgeon', 'arnold']","['what', 'do', 'ginny', 'name', 'two', 'pet', 'pigwidgeon', 'arnold']","['what', 'name', 'do']",False,FR,False,7,3
904,1033,Voldemort stole Helga Hufflepuff's cup from an old woman named Hepzibah Smith. What was the name of her house-elf?,Hokey,"['voldemort', 'steal', 'helga', 'hufflepuffs', 'cup', 'old', 'woman', 'name', 'hepzibah', 'smith', 'what', 'be', 'houseelf']",['hokey'],"['voldemort', 'steal', 'helga', 'hufflepuffs', 'cup', 'old', 'woman', 'name', 'hepzibah', 'smith', 'what', 'be', 'houseelf', 'hokey']","['what', 'name']",False,FR,False,21,1
905,1035,"In Book 4, which two teams compete for the Quidditch World Cup?",Bulgaria and Ireland.,"['book', 'which', 'two', 'team', 'compete', 'quidditch', 'world', 'cup']","['bulgaria', 'ireland']","['book', 'which', 'two', 'team', 'compete', 'quidditch', 'world', 'cup', 'bulgaria', 'ireland']",['which'],False,FR,False,12,3
906,1036,Which puffy plant produces instantly-blooming beans?,Puffapods,"['which', 'puffy', 'plant', 'produce', 'instantlyblooming', 'bean']",['puffapods'],"['which', 'puffy', 'plant', 'produce', 'instantlyblooming', 'bean', 'puffapods']",['which'],False,FR,False,7,1
907,1037,What colour is Garrotting Gas?,It's colourless.,"['what', 'colour', 'be', 'garrotte', 'gas']",['colourless'],"['what', 'colour', 'be', 'garrotte', 'gas', 'colourless']",['what'],False,FR,False,5,3
908,1038,Where is the Hufflepuff common room?,By the kitchens,"['where', 'be', 'hufflepuff', 'common', 'room']",['kitchen'],"['where', 'be', 'hufflepuff', 'common', 'room', 'kitchen']",['where'],False,FR,False,6,3
909,1039,What Hogwarts house was Uric the Oddball in?,Ravenclaw,"['what', 'hogwarts', 'house', 'be', 'uric', 'oddball']",['ravenclaw'],"['what', 'hogwarts', 'house', 'be', 'uric', 'oddball', 'ravenclaw']",['what'],False,FR,False,8,1
910,1041,When was the first full description of the game of Quidditch written?,1398,"['when', 'be', 'first', 'full', 'description', 'game', 'quidditch', 'write']",[],"['when', 'be', 'first', 'full', 'description', 'game', 'quidditch', 'write']",['when'],False,FR,False,12,1
911,1042,How does fireproof potion taste?,Icy,"['how', 'do', 'fireproof', 'potion', 'taste']",['icy'],"['how', 'do', 'fireproof', 'potion', 'taste', 'icy']","['how', 'do']",False,EX,False,5,1
912,1043,Who is the Flying instructor?,Madam Hooch,"['who', 'be', 'fly', 'instructor']","['madam', 'hooch']","['who', 'be', 'fly', 'instructor', 'madam', 'hooch']",['who'],True,FR,False,5,2
913,1044,What form does the Weasley Twins' Patronus take?,Magpie,"['what', 'form', 'do', 'weasley', 'twin', 'patronus', 'take']",['magpie'],"['what', 'form', 'do', 'weasley', 'twin', 'patronus', 'take', 'magpie']","['what', 'do']",False,FR,False,8,1
914,1045,Why did the Werewolf Code of Conduct fail?,No werewolves signed it.,"['why', 'do', 'werewolf', 'code', 'conduct', 'fail']","['werewolf', 'sign']","['why', 'do', 'werewolf', 'code', 'conduct', 'fail', 'sign']","['why', 'do']",True,EX,False,8,4
915,1046,Who is the students' favourite person to prank?,Filch,"['who', 'be', 'student', 'favourite', 'person', 'prank']",['filch'],"['who', 'be', 'student', 'favourite', 'person', 'prank', 'filch']",['who'],False,FR,False,8,1
916,1048,"What is the name of the popular, sweet drink usually served in Hogsmeade?",Butterbeer.,"['what', 'be', 'name', 'popular', 'sweet', 'drink', 'usually', 'serve', 'hogsmeade']",['butterbeer'],"['what', 'be', 'name', 'popular', 'sweet', 'drink', 'usually', 'serve', 'hogsmeade', 'butterbeer']","['what', 'name']",False,FR,False,13,1
917,1049,What is a secret keeper?,A person entrusted with a secret,"['what', 'be', 'secret', 'keeper']","['person', 'entrust', 'secret']","['what', 'be', 'secret', 'keeper', 'person', 'entrust']",['what'],False,FR,False,5,6
918,1050,Which Hogwarts house does Luna Lovegood belong to?,Ravenclaw,"['which', 'hogwarts', 'house', 'do', 'luna', 'lovegood', 'belong']",['ravenclaw'],"['which', 'hogwarts', 'house', 'do', 'luna', 'lovegood', 'belong', 'ravenclaw']","['which', 'do']",False,FR,False,8,1
919,1051,What spell does Hermione use to fix Harry's glasses in the Sorcerer's Stone?,Oculus Reparo,"['what', 'spell', 'do', 'hermione', 'use', 'fix', 'harrys', 'glass', 'sorcerer', 'stone']","['oculus', 'reparo']","['what', 'spell', 'do', 'hermione', 'use', 'fix', 'harrys', 'glass', 'sorcerer', 'stone', 'oculus', 'reparo']","['what', 'do']",False,FR,False,15,2
920,1052,What class does Professor McGonagall teach?,Transfiguration,"['what', 'class', 'do', 'professor', 'mcgonagall', 'teach']",['transfiguration'],"['what', 'class', 'do', 'professor', 'mcgonagall', 'teach', 'transfiguration']","['what', 'do']",False,FR,False,6,1
921,1053,Who infected Remus Lupin with Lycanthropy?,Fenrir Greyback,"['who', 'infect', 'remus', 'lupin', 'lycanthropy']","['fenrir', 'greyback']","['who', 'infect', 'remus', 'lupin', 'lycanthropy', 'fenrir', 'greyback']",['who'],False,FR,False,6,2
922,1055,When is Harry's birthday?,July 31,"['when', 'be', 'harrys', 'birthday']",['july'],"['when', 'be', 'harrys', 'birthday', 'july']",['when'],True,FR,False,5,2
923,1056,What is taught in this class?,Subtle science,"['what', 'be', 'taught', 'class']","['subtle', 'science']","['what', 'be', 'taught', 'class', 'subtle', 'science']",['what'],False,FR,False,6,2
924,1057,What kind of magical creature is Aragog?,Acromantula,"['what', 'kind', 'magical', 'creature', 'be', 'aragog']",['acromantula'],"['what', 'kind', 'magical', 'creature', 'be', 'aragog', 'acromantula']",['what'],False,FR,False,7,1
925,1058,What is one of the creatures that lives in the lake at Hogwarts?,Merpeople,"['what', 'be', 'one', 'creatures', 'life', 'lake', 'hogwarts']",['merpeople'],"['what', 'be', 'one', 'creatures', 'life', 'lake', 'hogwarts', 'merpeople']",['what'],False,FR,False,13,1
926,1059,What is linked to the 14th century?,The growth of Gringotts,"['what', 'be', 'link', 'th', 'century']","['growth', 'gringotts']","['what', 'be', 'link', 'th', 'century', 'growth', 'gringotts']",['what'],False,FR,False,7,4
927,1060,Where in Kings Cross Station does the Hogwarts Express stop?,Platform 9 and ¾.,"['where', 'king', 'cross', 'station', 'do', 'hogwarts', 'express', 'stop']",['platform'],"['where', 'king', 'cross', 'station', 'do', 'hogwarts', 'express', 'stop', 'platform']","['where', 'do']",True,FR,False,10,4
928,1061,What did Salazar Slytherin value most in a student?,Cunning,"['what', 'do', 'salazar', 'slytherin', 'value', 'student']",['cunning'],"['what', 'do', 'salazar', 'slytherin', 'value', 'student', 'cunning']","['what', 'do']",False,FR,False,9,1
929,1062,Which ingredient does Snape make us crush in a Wideye Potion?,Snake Fangs,"['which', 'ingredient', 'do', 'snape', 'make', 'u', 'crush', 'wideye', 'potion']","['snake', 'fang']","['which', 'ingredient', 'do', 'snape', 'make', 'u', 'crush', 'wideye', 'potion', 'snake', 'fang']","['which', 'do']",False,FR,False,11,2
930,1063,It's considered good omen if a bird is flying in which direction?,East,"['consider', 'good', 'omen', 'bird', 'be', 'fly', 'which', 'direction']",['east'],"['consider', 'good', 'omen', 'bird', 'be', 'fly', 'which', 'direction', 'east']",['which'],False,FR,False,13,1
931,1064,What color is the potion for dreamless sleep?,Purple,"['what', 'color', 'be', 'potion', 'dreamless', 'sleep']",['purple'],"['what', 'color', 'be', 'potion', 'dreamless', 'sleep', 'purple']",['what'],False,FR,False,8,1
