,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword,question_length,answer_length,question_type,answer_type
749,1275,What is the effect of a Draught of Peace?,It calms the drinker and relieves anxiety or agitation,"['what', 'be', 'effect', 'draught', 'peace']","['calm', 'drinker', 'relieve', 'anxiety', 'agitation']","['what', 'be', 'effect', 'draught', 'peace', 'calm', 'drinker', 'relieve', 'anxiety', 'agitation']","['what', 'be']",what,9,9,FR,text
750,1276,"After a traumatic event, which potion might Madam Pomfrey administer to ease a student's nerves?",Calming Draught,"['traumatic', 'event', 'which', 'potion', 'might', 'madam', 'pomfrey', 'administer', 'ease', 'student', 'nerve']","['calm', 'draught']","['traumatic', 'event', 'which', 'potion', 'might', 'madam', 'pomfrey', 'administer', 'ease', 'student', 'nerve', 'calm', 'draught']",['which'],which,16,2,FR,text
751,1277,When does Quidditch season begin?,September,"['when', 'do', 'quidditch', 'season', 'begin']",['september'],"['when', 'do', 'quidditch', 'season', 'begin', 'september']","['when', 'do']",when,5,1,FR,text
752,1278,What is Snape's birthday?,"January 9, 1960","['what', 'be', 'snape', 'birthday']","['january', '1960']","['what', 'be', 'snape', 'birthday', 'january', '1960']","['what', 'be']",what,5,3,FR,date
753,1279,"Which of the following spells is considered one of the three Unforgivable Curses, punishable by a life sentence in Azkaban if cast on a human:  Sectumsempra, Confringo, Crucio, or Reducto?",Crucio,"['which', 'following', 'spell', 'be', 'consider', 'one', 'three', 'unforgivable', 'curse', 'punishable', 'life', 'sentence', 'azkaban', 'cast', 'human', 'sectumsempra', 'confringo', 'crucio', 'reducto']",['crucio'],"['which', 'following', 'spell', 'be', 'consider', 'one', 'three', 'unforgivable', 'curse', 'punishable', 'life', 'sentence', 'azkaban', 'cast', 'human', 'sectumsempra', 'confringo', 'crucio', 'reducto']","['which', 'be']",which,30,1,MCQ,text
754,1280,What is at the base of the Whomping Willow?,A tunnel that leads to the Shrieking Shack.,"['what', 'be', 'base', 'whomping', 'willow']","['tunnel', 'lead', 'shrieking', 'shack']","['what', 'be', 'base', 'whomping', 'willow', 'tunnel', 'lead', 'shrieking', 'shack']","['what', 'be']",what,9,8,EX,text
755,1281,"When Harry Potter first arrived at Hogwarts, what was the approximate age of Professor Severus Snape?",31,"['when', 'harry', 'potter', 'first', 'arrive', 'hogwarts', 'what', 'be', 'approximate', 'age', 'professor', 'severus', 'snape']",['31'],"['when', 'harry', 'potter', 'first', 'arrive', 'hogwarts', 'what', 'be', 'approximate', 'age', 'professor', 'severus', 'snape', '31']","['when', 'what', 'be']",when,16,1,FR,numeric
756,1282,"To protect them from Voldemort and the Death Eaters during the height of the Second Wizarding War, Hermione Granger  altered her Muggle parents' memories and sent them to live in which distant country?",Australia,"['protect', 'voldemort', 'death', 'eater', 'height', 'second', 'wizarding', 'war', 'hermione', 'granger', 'alter', 'muggle', 'parent', 'memory', 'send', 'live', 'which', 'distant', 'country']",['australia'],"['protect', 'voldemort', 'death', 'eater', 'height', 'second', 'wizarding', 'war', 'hermione', 'granger', 'alter', 'muggle', 'parent', 'memory', 'send', 'live', 'which', 'distant', 'country', 'australia']",['which'],which,33,1,FR,text
757,1283,"In Harry Potter and the Goblet of Fire, the pus from which peculiar, slug-like plant, though irritating on its own, was collected by Fred and George Weasley as a key ingredient for their highly effective line of acne remedies?",Bubotuber pus,"['harry', 'potter', 'goblet', 'fire', 'pu', 'which', 'peculiar', 'slug', 'like', 'plant', 'though', 'irritate', 'be', 'collect', 'fred', 'george', 'weasley', 'key', 'ingredient', 'highly', 'effective', 'line', 'acne', 'remedy']","['bubotuber', 'pu']","['harry', 'potter', 'goblet', 'fire', 'pu', 'which', 'peculiar', 'slug', 'like', 'plant', 'though', 'irritate', 'be', 'collect', 'fred', 'george', 'weasley', 'key', 'ingredient', 'highly', 'effective', 'line', 'acne', 'remedy', 'bubotuber']","['which', 'be']",which,40,2,FR,text
758,1284,"For students in Professor Binns' notoriously monotonous History of Magic class, what is often considered the most remarkable (and perhaps only exciting) part of the lesson?",His entrance (or floating or drifting through) the blackboard.,"['student', 'professor', 'binns', 'notoriously', 'monotonous', 'history', 'magic', 'class', 'what', 'be', 'often', 'consider', 'remarkable', 'perhaps', 'exciting', 'part', 'lesson']","['entrance', 'floating', 'drift', 'blackboard']","['student', 'professor', 'binns', 'notoriously', 'monotonous', 'history', 'magic', 'class', 'what', 'be', 'often', 'consider', 'remarkable', 'perhaps', 'exciting', 'part', 'lesson', 'entrance', 'floating', 'drift', 'blackboard']","['what', 'be']",what,26,9,FR,text
759,1285,"Where do Glumbumbles choose to wallow, sulk, and produce their famously gloomy mucus?",Dark and secluded places.,"['where', 'do', 'glumbumbles', 'choose', 'wallow', 'sulk', 'produce', 'famously', 'gloomy', 'mucus']","['dark', 'seclude', 'place']","['where', 'do', 'glumbumbles', 'choose', 'wallow', 'sulk', 'produce', 'famously', 'gloomy', 'mucus', 'dark', 'seclude', 'place']","['where', 'do']",where,13,4,FR,text
760,1286,Which magical plant looks like it’s defying gravity — much like Luna Lovegood’s general vibe — thanks to its floating fruit?,Dirigible Plum,"['which', 'magical', 'plant', 'look', 'like', 'defy', 'gravity', 'much', 'luna', 'lovegood', 'general', 'vibe', 'thanks', 'float', 'fruit']","['dirigible', 'plum']","['which', 'magical', 'plant', 'look', 'like', 'defy', 'gravity', 'much', 'luna', 'lovegood', 'general', 'vibe', 'thanks', 'float', 'fruit', 'dirigible', 'plum']",['which'],which,21,2,FR,text
761,1287,What was the name of the wizard who created the Philosopher's Stone?,Nicolas Flamel,"['what', 'be', 'name', 'wizard', 'who', 'create', 'philosopher', 'stone']","['nicolas', 'flamel']","['what', 'be', 'name', 'wizard', 'who', 'create', 'philosopher', 'stone', 'nicolas', 'flamel']","['what', 'be', 'name', 'who']",what,13,2,FR,text
762,1288,"Which sport does Dudley take up in Order of the Phoenix, presumably to expand his bullying range from verbal abuse to uppercuts?",Boxing,"['which', 'sport', 'do', 'dudley', 'take', 'order', 'phoenix', 'presumably', 'expand', 'bully', 'range', 'verbal', 'abuse', 'uppercuts']",['boxing'],"['which', 'sport', 'do', 'dudley', 'take', 'order', 'phoenix', 'presumably', 'expand', 'bully', 'range', 'verbal', 'abuse', 'uppercuts', 'boxing']","['which', 'do']",which,22,1,FR,text
763,1289,"In Harry Potter and the Prisoner of Azkaban, Harry and his friends visit Honeydukes sweet shop in Hogsmeade. They spot a sweet that is famous for one weird trick: it makes you get uncontrollable hiccups! What is this sweet called?",Hiccup Sweet,"['harry', 'potter', 'prisoner', 'azkaban', 'friend', 'visit', 'honeydukes', 'sweet', 'shop', 'hogsmeade', 'spot', 'be', 'famous', 'one', 'weird', 'trick', 'make', 'get', 'uncontrollable', 'hiccup', 'what', 'call']","['hiccup', 'sweet']","['harry', 'potter', 'prisoner', 'azkaban', 'friend', 'visit', 'honeydukes', 'sweet', 'shop', 'hogsmeade', 'spot', 'be', 'famous', 'one', 'weird', 'trick', 'make', 'get', 'uncontrollable', 'hiccup', 'what', 'call']","['be', 'what']",what,40,2,FR,text
764,1290,How much gold do the Weasleys win in the Daily Prophet Grand Prize Galleon Draw?,700 galleons,"['how', 'much', 'gold', 'do', 'weasleys', 'win', 'daily', 'prophet', 'grand', 'prize', 'galleon', 'draw']","['700', 'galleon']","['how', 'much', 'gold', 'do', 'weasleys', 'win', 'daily', 'prophet', 'grand', 'prize', 'galleon', 'draw', '700']","['how', 'do']",how,15,2,FR,text
765,1291,Which wand wood is considered unlucky?,The Elder wand,"['which', 'wand', 'wood', 'be', 'consider', 'unlucky']","['elder', 'wand']","['which', 'wand', 'wood', 'be', 'consider', 'unlucky', 'elder']","['which', 'be']",which,6,3,FR,text
766,1292,What is Lily Potter's birthday?,"January 30, 1960","['what', 'be', 'lily', 'potter', 'birthday']","['january', '30', '1960']","['what', 'be', 'lily', 'potter', 'birthday', 'january', '30', '1960']","['what', 'be']",what,6,3,FR,date
767,1293,"During the chaos of the Battle of Hogwarts, Hermione Granger brilliantly used a rarely seen spell to block pursuing Death Eaters. Which incantation allowed her to transform a simple tapestry into an instantly rigid, stone-hard barrier?",Duro,"['chaos', 'battle', 'hogwarts', 'hermione', 'granger', 'brilliantly', 'use', 'rarely', 'see', 'spell', 'block', 'pursue', 'death', 'eater', 'which', 'incantation', 'allow', 'transform', 'simple', 'tapestry', 'instantly', 'rigid', 'stone', 'hard', 'barrier']",['duro'],"['chaos', 'battle', 'hogwarts', 'hermione', 'granger', 'brilliantly', 'use', 'rarely', 'see', 'spell', 'block', 'pursue', 'death', 'eater', 'which', 'incantation', 'allow', 'transform', 'simple', 'tapestry', 'instantly', 'rigid', 'stone', 'hard', 'barrier', 'duro']",['which'],which,37,1,FR,text
768,1294,"Which basic jinx, often learned by younger wizards, is designed to suddenly disorient its victim, causing them to lose their footing and tumble?",The Trip Jinx,"['which', 'basic', 'jinx', 'often', 'learn', 'young', 'wizard', 'be', 'design', 'suddenly', 'disorient', 'victim', 'cause', 'lose', 'footing', 'tumble']","['trip', 'jinx']","['which', 'basic', 'jinx', 'often', 'learn', 'young', 'wizard', 'be', 'design', 'suddenly', 'disorient', 'victim', 'cause', 'lose', 'footing', 'tumble', 'trip']","['which', 'be']",which,23,3,FR,text
769,1295,"During the Second Task of the Triwizard Tournament, what fiercely protective and intelligent magical species presented a formidable obstacle to champions attempting to retrieve their hostages",Merpeople ,"['second', 'task', 'triwizard', 'tournament', 'what', 'fiercely', 'protective', 'intelligent', 'magical', 'specie', 'present', 'formidable', 'obstacle', 'champion', 'attempt', 'retrieve', 'hostage']",['merpeople'],"['second', 'task', 'triwizard', 'tournament', 'what', 'fiercely', 'protective', 'intelligent', 'magical', 'specie', 'present', 'formidable', 'obstacle', 'champion', 'attempt', 'retrieve', 'hostage', 'merpeople']",['what'],what,26,1,FR,text
770,1296,"In Defence Against the Dark Arts, students are taught that the best counter-curse requires not just power, but also what crucial quality in its execution?",Precision,"['defence', 'dark', 'arts', 'student', 'be', 'teach', 'best', 'counter', 'curse', 'require', 'power', 'also', 'what', 'crucial', 'quality', 'execution']",['precision'],"['defence', 'dark', 'arts', 'student', 'be', 'teach', 'best', 'counter', 'curse', 'require', 'power', 'also', 'what', 'crucial', 'quality', 'execution', 'precision']","['be', 'what']",what,26,1,FR,text
771,1297,Hermione places a jinx on the piece of parchment members of Dumbledore’s Army sign. What happens to those who betray the group?,Pustules will form the word sneak across their foreheads.,"['hermione', 'place', 'jinx', 'piece', 'parchment', 'member', 'dumbledore', 'army', 'sign', 'what', 'happen', 'who', 'betray', 'group']","['pustule', 'form', 'word', 'sneak', 'across', 'forehead']","['hermione', 'place', 'jinx', 'piece', 'parchment', 'member', 'dumbledore', 'army', 'sign', 'what', 'happen', 'who', 'betray', 'group', 'pustule', 'form', 'word', 'sneak', 'across', 'forehead']","['what', 'who']",what,23,9,EX,text
772,1298,What day did James and Lily Potter die?,October 31,"['what', 'day', 'do', 'james', 'lily', 'potter', 'die']","['october', '31']","['what', 'day', 'do', 'james', 'lily', 'potter', 'die', 'october', '31']","['what', 'do']",what,8,2,FR,date
773,1299," In Harry Potter and the Deathly Hallows, what powerful magical essence did Hermione Granger immediately use from her beaded bag to seal and instantly heal the venomous wound Harry received from Nagini in Godric's Hollow?",Dittany,"['harry', 'potter', 'deathly', 'hallows', 'what', 'powerful', 'magical', 'essence', 'do', 'hermione', 'granger', 'immediately', 'use', 'bead', 'bag', 'seal', 'instantly', 'heal', 'venomous', 'wound', 'receive', 'nagini', 'godric', 'hollow']",['dittany'],"['harry', 'potter', 'deathly', 'hallows', 'what', 'powerful', 'magical', 'essence', 'do', 'hermione', 'granger', 'immediately', 'use', 'bead', 'bag', 'seal', 'instantly', 'heal', 'venomous', 'wound', 'receive', 'nagini', 'godric', 'hollow', 'dittany']","['what', 'do']",what,36,1,FR,text
774,1300,What is the effect of the Stupefy spell?,Stuns the target,"['what', 'be', 'effect', 'stupefy', 'spell']","['stun', 'target']","['what', 'be', 'effect', 'stupefy', 'spell', 'stun', 'target']","['what', 'be']",what,8,3,FR,text
775,1301,"What adjective best describes the high-pitched, piercing voices of Cornish Pixies, as experienced by Hogwarts students in Professor Lockhart's Defence Against the Dark Arts class?",Shrill,"['what', 'adjective', 'best', 'describe', 'high', 'pitch', 'pierce', 'voice', 'cornish', 'pixy', 'experience', 'hogwarts', 'student', 'professor', 'lockhart', 'defence', 'dark', 'art', 'class']",['shrill'],"['what', 'adjective', 'best', 'describe', 'high', 'pitch', 'pierce', 'voice', 'cornish', 'pixy', 'experience', 'hogwarts', 'student', 'professor', 'lockhart', 'defence', 'dark', 'art', 'class', 'shrill']",['what'],what,27,1,EX,text
776,1302,"What is the primary effect of the Full Body-Bind Curse, Petrificus Totalus?", It completely paralyzes the target (or causes complete rigidity/immobility).,"['what', 'be', 'primary', 'effect', 'full', 'body', 'bind', 'curse', 'petrificus', 'totalus']","['completely', 'paralyze', 'target', 'cause', 'complete', 'rigidity', 'immobility']","['what', 'be', 'primary', 'effect', 'full', 'body', 'bind', 'curse', 'petrificus', 'totalus', 'completely', 'paralyze', 'target', 'cause', 'complete', 'rigidity', 'immobility']","['what', 'be']",what,13,10,EX,text
777,1303,Who plays Professor Dumbledore in Harry Potter and the Prisoner of Azkaban and the subsequent Harry Potter movies?,Michael Gambon,"['who', 'play', 'professor', 'dumbledore', 'harry', 'potter', 'prisoner', 'azkaban', 'subsequent', 'movie']","['michael', 'gambon']","['who', 'play', 'professor', 'dumbledore', 'harry', 'potter', 'prisoner', 'azkaban', 'subsequent', 'movie', 'michael', 'gambon']",['who'],who,18,2,FR,text
778,1304,"During the Quidditch match in Harry Potter and the Prisoner of Azkaban where the Dementors appear, who is the seeker of the opposing team?",Cedric Diggory ,"['quidditch', 'match', 'harry', 'potter', 'prisoner', 'azkaban', 'where', 'dementors', 'appear', 'who', 'be', 'seeker', 'opposing', 'team']","['cedric', 'diggory']","['quidditch', 'match', 'harry', 'potter', 'prisoner', 'azkaban', 'where', 'dementors', 'appear', 'who', 'be', 'seeker', 'opposing', 'team', 'cedric', 'diggory']","['where', 'who', 'be']",where,24,2,FR,text
779,1305,Transfiguration students practise turning what insect into buttons?,Beetle,"['transfiguration', 'student', 'practise', 'turn', 'what', 'insect', 'button']",['beetle'],"['transfiguration', 'student', 'practise', 'turn', 'what', 'insect', 'button', 'beetle']",['what'],what,8,1,FR,text
780,1306,"In Harry Potter and the Order of the Phoenix, which of Harry's Gryffindor dorm-mates initially does not believe that Lord Voldemort has returned?""",Seamus Finnigan,"['harry', 'potter', 'order', 'phoenix', 'which', 'gryffindor', 'dorm', 'mat', 'initially', 'do', 'believe', 'lord', 'voldemort', 'have', 'return']","['seamus', 'finnigan']","['harry', 'potter', 'order', 'phoenix', 'which', 'gryffindor', 'dorm', 'mat', 'initially', 'do', 'believe', 'lord', 'voldemort', 'have', 'return', 'seamus', 'finnigan']","['which', 'do', 'have']",which,25,2,FR,text
781,1307,Who can master a wand with a Thestral tail hair core?,One who has faced death,"['who', 'can', 'master', 'wand', 'thestral', 'tail', 'hair', 'core']","['one', 'who', 'have', 'face', 'death']","['who', 'can', 'master', 'wand', 'thestral', 'tail', 'hair', 'core', 'one', 'have', 'face', 'death']","['who', 'can']",who,11,5,EX,text
782,1308,What did Sirius Black’s mother do to his name on the Black family tapestry?,Burned it away,"['what', 'do', 'sirius', 'black', 'mother', 'name', 'family', 'tapestry']","['burn', 'away']","['what', 'do', 'sirius', 'black', 'mother', 'name', 'family', 'tapestry', 'burn', 'away']","['what', 'do', 'name']",what,15,3,EX,text
783,1309,When was the first full description of the game of Quidditch written?,1398,"['when', 'be', 'first', 'full', 'description', 'game', 'quidditch', 'write']",['1398'],"['when', 'be', 'first', 'full', 'description', 'game', 'quidditch', 'write', '1398']","['when', 'be']",when,12,1,FR,year
784,1310,What is a secret keeper?,"A person magically entrusted with a secret by the immensely powerful Fidelius Charm, making them the only person who can reveal that secret, thereby making it impossible for others to discover or even perceive.","['what', 'be', 'secret', 'keeper']","['person', 'magically', 'entrust', 'secret', 'immensely', 'powerful', 'fidelius', 'charm', 'make', 'who', 'can', 'reveal', 'thereby', 'impossible', 'others', 'discover', 'even', 'perceive']","['what', 'be', 'secret', 'keeper', 'person', 'magically', 'entrust', 'immensely', 'powerful', 'fidelius', 'charm', 'make', 'who', 'can', 'reveal', 'thereby', 'impossible', 'others', 'discover', 'even', 'perceive']","['what', 'be']",what,5,34,EX,text
785,1311,"At the Triwizard Tournament, which dragon breed, distinct for its smooth scarlet scales and a large frill around its snout, faced Durmstrang champion Viktor Krum during the First Task?",Chinese Fireball,"['triwizard', 'tournament', 'which', 'dragon', 'breed', 'distinct', 'smooth', 'scarlet', 'scale', 'large', 'frill', 'around', 'snout', 'face', 'durmstrang', 'champion', 'viktor', 'krum', 'first', 'task']","['chinese', 'fireball']","['triwizard', 'tournament', 'which', 'dragon', 'breed', 'distinct', 'smooth', 'scarlet', 'scale', 'large', 'frill', 'around', 'snout', 'face', 'durmstrang', 'champion', 'viktor', 'krum', 'first', 'task', 'chinese', 'fireball']",['which'],which,29,2,FR,text
786,1312,"In Harry Potter and the Philosopher's Stone, what was the first password used to enter the Gryffindor common room?",Caput Draconis,"['harry', 'potter', 'philosopher', 'stone', 'what', 'be', 'first', 'password', 'use', 'enter', 'gryffindor', 'common', 'room']","['caput', 'draconis']","['harry', 'potter', 'philosopher', 'stone', 'what', 'be', 'first', 'password', 'use', 'enter', 'gryffindor', 'common', 'room', 'caput', 'draconis']","['what', 'be']",what,20,2,FR,text
787,1313,"Harry, Ron, and Hermione help save the Philosopher’s Stone from being stolen. How old was its co-creator, Nicholas Flamel, when he decided to destroy it?",665,"['harry', 'ron', 'hermione', 'help', 'save', 'philosopher', 'stone', 'be', 'steal', 'how', 'old', 'co', 'creator', 'nicholas', 'flamel', 'when', 'decide', 'destroy']",['665'],"['harry', 'ron', 'hermione', 'help', 'save', 'philosopher', 'stone', 'be', 'steal', 'how', 'old', 'co', 'creator', 'nicholas', 'flamel', 'when', 'decide', 'destroy', '665']","['be', 'how', 'when']",how,27,1,FR,numeric
788,1314,"Which of the following subjects is NOT a Hogwarts elective: Arithmancy, Charms, Divination, or Muggle Studies?",Charms,"['which', 'following', 'subject', 'be', 'hogwarts', 'elective', 'arithmancy', 'charm', 'divination', 'muggle', 'study']",['charm'],"['which', 'following', 'subject', 'be', 'hogwarts', 'elective', 'arithmancy', 'charm', 'divination', 'muggle', 'study']","['which', 'be']",which,16,1,MCQ,text
789,1315,For how many points does a Quidditch team score when the Quaffle goes through a hoop?,10,"['how', 'many', 'point', 'do', 'quidditch', 'team', 'score', 'when', 'quaffle', 'go', 'hoop']",['10'],"['how', 'many', 'point', 'do', 'quidditch', 'team', 'score', 'when', 'quaffle', 'go', 'hoop', '10']","['how', 'do', 'when']",how,16,1,FR,numeric
790,1316,How many Lionfish Spines are used in one batch of Herbicide Potion?,4,"['how', 'many', 'lionfish', 'spine', 'be', 'use', 'one', 'batch', 'herbicide', 'potion']",[],"['how', 'many', 'lionfish', 'spine', 'be', 'use', 'one', 'batch', 'herbicide', 'potion']","['how', 'be']",how,12,1,FR,numeric
791,1317,How long did the longest Quidditch game last?,6 months,"['how', 'long', 'do', 'quidditch', 'game', 'last']",['month'],"['how', 'long', 'do', 'quidditch', 'game', 'last', 'month']","['how', 'do']",how,8,2,FR,text
792,1318,How many teams are in the British and Irish Quidditch League?,13,"['how', 'many', 'team', 'be', 'british', 'irish', 'quidditch', 'league']",['13'],"['how', 'many', 'team', 'be', 'british', 'irish', 'quidditch', 'league', '13']","['how', 'be']",how,11,1,FR,numeric
793,1319,What did the Dursleys give Harry for Christmas in his first year at Hogwarts?,50 Pence,"['what', 'do', 'dursleys', 'give', 'harry', 'christmas', 'first', 'year', 'hogwarts']","['50', 'penny']","['what', 'do', 'dursleys', 'give', 'harry', 'christmas', 'first', 'year', 'hogwarts', '50', 'penny']","['what', 'do']",what,14,2,FR,text
794,1320,How many siblings does Ron Weasley have?,6,"['how', 'many', 'sibling', 'do', 'ron', 'weasley', 'have']",[],"['how', 'many', 'sibling', 'do', 'ron', 'weasley', 'have']","['how', 'do', 'have']",how,7,1,FR,numeric
795,1321,What is the first line of the book?,"“Mr. and Mrs. Dursley, of number 4, Privet Drive, were proud to say that they were perfectly normal, thank you very much.”","['what', 'be', 'first', 'line', 'book']","['mr', 'mrs', 'dursley', 'number', 'privet', 'drive', 'be', 'proud', 'say', 'perfectly', 'normal', 'thank', 'much']","['what', 'be', 'first', 'line', 'book', 'mr', 'mrs', 'dursley', 'number', 'privet', 'drive', 'proud', 'say', 'perfectly', 'normal', 'thank', 'much']","['what', 'be']",what,8,22,FR,text
796,1322,"In the book Prisoner of Azkaban, what happens to the mummy Boggart when Parvati Patil casts the Riddikulus charm?",It trips over its bandages,"['book', 'prisoner', 'azkaban', 'what', 'happen', 'mummy', 'boggart', 'when', 'parvati', 'patil', 'cast', 'riddikulus', 'charm']","['trip', 'bandage']","['book', 'prisoner', 'azkaban', 'what', 'happen', 'mummy', 'boggart', 'when', 'parvati', 'patil', 'cast', 'riddikulus', 'charm', 'trip', 'bandage']","['what', 'when']",what,19,5,EX,text
797,1323,"Remus Lupin, Peter Pettigrew, Sirius Black, and James Potter were a close-knit group of friends at Hogwarts. What was the collective name they gave themselves?",The Marauders,"['remus', 'lupin', 'peter', 'pettigrew', 'sirius', 'black', 'james', 'potter', 'be', 'close', 'knit', 'group', 'friend', 'hogwarts', 'what', 'collective', 'name', 'give']",['marauder'],"['remus', 'lupin', 'peter', 'pettigrew', 'sirius', 'black', 'james', 'potter', 'be', 'close', 'knit', 'group', 'friend', 'hogwarts', 'what', 'collective', 'name', 'give', 'marauder']","['be', 'what', 'name']",what,26,2,FR,text
798,1324,"Who was the Minister for Magic, acting as a puppet under the Imperius Curse, during Lord Voldemort's control of the Ministry?",Pius Thicknesse,"['who', 'be', 'minister', 'magic', 'acting', 'puppet', 'imperius', 'curse', 'lord', 'voldemort', 'control', 'ministry']","['pius', 'thicknesse']","['who', 'be', 'minister', 'magic', 'acting', 'puppet', 'imperius', 'curse', 'lord', 'voldemort', 'control', 'ministry', 'pius', 'thicknesse']","['who', 'be']",who,22,2,FR,text
799,1325,"Why did Sirius Black despise his great-great-grandfather, the former Hogwarts Headmaster Phineas Nigellus Black?",Because Phineas represented the pure-blood supremacist values of the Black family that Sirius rejected,"['why', 'do', 'sirius', 'black', 'despise', 'great', 'grandfather', 'former', 'hogwarts', 'headmaster', 'phineas', 'nigellus']","['phineas', 'represent', 'pure', 'blood', 'supremacist', 'value', 'black', 'family', 'sirius', 'reject']","['why', 'do', 'sirius', 'black', 'despise', 'great', 'grandfather', 'former', 'hogwarts', 'headmaster', 'phineas', 'nigellus', 'represent', 'pure', 'blood', 'supremacist', 'value', 'family', 'reject']","['why', 'do']",why,16,15,EX,text
800,1326,Only an immensely powerful spell can create a Secret-Keeper. What is the specific name of the charm used to magically conceal a secret within a chosen individual?,The Fidelius Charm,"['immensely', 'powerful', 'spell', 'can', 'create', 'secret', 'keeper', 'what', 'be', 'specific', 'name', 'charm', 'use', 'magically', 'conceal', 'within', 'choose', 'individual']","['fidelius', 'charm']","['immensely', 'powerful', 'spell', 'can', 'create', 'secret', 'keeper', 'what', 'be', 'specific', 'name', 'charm', 'use', 'magically', 'conceal', 'within', 'choose', 'individual', 'fidelius']","['can', 'what', 'be', 'name']",what,28,3,FR,text
801,1327,"Beyond simply guarding its gold with dragons and goblins, Gringotts Wizarding Bank employs a unique and dangerous dual curse to protect its most valuable vault contents. What specific curses cause treasure to both multiply endlessly and burn anyone who touches it without authorization, making it nearly impossible to steal?",The Geminio Curse (for multiplication) and the Flagrante Curse (for burning).,"['beyond', 'simply', 'guard', 'gold', 'dragon', 'goblin', 'gringotts', 'wizarding', 'bank', 'employ', 'unique', 'dangerous', 'dual', 'curse', 'protect', 'valuable', 'vault', 'content', 'what', 'specific', 'cause', 'treasure', 'multiply', 'endlessly', 'burn', 'anyone', 'who', 'touch', 'without', 'authorization', 'make', 'nearly', 'impossible', 'steal']","['geminio', 'curse', 'multiplication', 'flagrante', 'burn']","['beyond', 'simply', 'guard', 'gold', 'dragon', 'goblin', 'gringotts', 'wizarding', 'bank', 'employ', 'unique', 'dangerous', 'dual', 'curse', 'protect', 'valuable', 'vault', 'content', 'what', 'specific', 'cause', 'treasure', 'multiply', 'endlessly', 'burn', 'anyone', 'who', 'touch', 'without', 'authorization', 'make', 'nearly', 'impossible', 'steal', 'geminio', 'multiplication', 'flagrante']","['what', 'who']",what,49,11,EX,text
802,1328," In Harry Potter and the Goblet of Fire, after the First Task, what crucial two-word hint did Cedric Diggory give Harry Potter that helped him decipher the Golden Egg's haunting clue for the Second Task?",Take a bath,"['harry', 'potter', 'goblet', 'fire', 'first', 'task', 'what', 'crucial', 'two', 'word', 'hint', 'do', 'cedric', 'diggory', 'give', 'help', 'decipher', 'golden', 'egg', 'haunt', 'clue', 'second']","['take', 'bath']","['harry', 'potter', 'goblet', 'fire', 'first', 'task', 'what', 'crucial', 'two', 'word', 'hint', 'do', 'cedric', 'diggory', 'give', 'help', 'decipher', 'golden', 'egg', 'haunt', 'clue', 'second', 'take', 'bath']","['what', 'do']",what,37,3,FR,text
803,1329," Name the specific potion designed to protect the drinker from flames and intense heat, famously used by Harry Potter during the First Task of the Triwizard Tournament.",The Fire-Protection Potion (or Fireproof Potion),"['name', 'specific', 'potion', 'design', 'protect', 'drinker', 'flame', 'intense', 'heat', 'famously', 'use', 'harry', 'potter', 'first', 'task', 'triwizard', 'tournament']","['fire', 'protection', 'potion', 'fireproof']","['name', 'specific', 'potion', 'design', 'protect', 'drinker', 'flame', 'intense', 'heat', 'famously', 'use', 'harry', 'potter', 'first', 'task', 'triwizard', 'tournament', 'fire', 'protection', 'fireproof']",['name'],name,27,7,FR,text
804,1330,"Which famously eccentric historical wizard, whose Chocolate Frog card features him trying to communicate with trolls using Morse code?",Uric the Oddball,"['which', 'famously', 'eccentric', 'historical', 'wizard', 'who', 'chocolate', 'frog', 'card', 'feature', 'try', 'communicate', 'troll', 'use', 'morse', 'code']","['uric', 'oddball']","['which', 'famously', 'eccentric', 'historical', 'wizard', 'who', 'chocolate', 'frog', 'card', 'feature', 'try', 'communicate', 'troll', 'use', 'morse', 'code', 'uric', 'oddball']","['which', 'who']",which,19,3,FR,text
805,1331,"or his very first Christmas at Hogwarts, what distinct personalized gift did Harry Potter receive from Mrs. Weasley?",A hand-knitted sweater (or an emerald green sweater with a knitted 'H').,"['first', 'christmas', 'hogwarts', 'what', 'distinct', 'personalize', 'gift', 'do', 'harry', 'potter', 'receive', 'mr', 'weasley']","['hand', 'knit', 'sweater', 'emerald', 'green']","['first', 'christmas', 'hogwarts', 'what', 'distinct', 'personalize', 'gift', 'do', 'harry', 'potter', 'receive', 'mr', 'weasley', 'hand', 'knit', 'sweater', 'emerald', 'green']","['what', 'do']",what,18,13,EX,text
806,1332,"In the first Transfiguration lesson, what does Professor McGonagall transform her desk into as a demonstration: a badger, an owl, a pig, or a baboon?",A pig,"['first', 'transfiguration', 'lesson', 'what', 'do', 'professor', 'mcgonagall', 'transform', 'desk', 'demonstration', 'badger', 'owl', 'pig', 'baboon']",['pig'],"['first', 'transfiguration', 'lesson', 'what', 'do', 'professor', 'mcgonagall', 'transform', 'desk', 'demonstration', 'badger', 'owl', 'pig', 'baboon']","['what', 'do']",what,25,2,MCQ,text
